ID,Title,Rating,tags
2279,Maximum-Bags-With-Full-Capacity-of-Rocks,1249,Array;Greedy;Sorting
1903,Largest-Odd-Number-in-String,1248,Math;String;Greedy
1196,How-Many-Apples-Can-You-Put-into-the-Basket,1248,Array;Greedy;Sorting
1876,Substrings-of-Size-Three-with-Distinct-Characters,1248,Hash Table;String;Sliding Window;Counting
3226,Number-of-Bit-Changes-to-Make-Two-Integers-Equal,1247,Bit Manipulation
1232,Check-If-It-Is-a-Straight-Line,1247,Array;Math;Geometry
2932,Maximum-Strong-Pair-XOR-I,1246,Array;Hash Table;Bit Manipulation;Trie;Sliding Window
2481,Minimum-Cuts-to-Divide-a-Circle,1246,Math;Geometry
2016,Maximum-Difference-Between-Increasing-Elements,1246,Array
3402,Minimum-Operations-to-Make-Columns-Strictly-Increasing,1245,Array;Greedy;Matrix
1518,Water-Bottles,1245,Math;Simulation
1099,Two-Sum-Less-Than-K,1245,Array;Two Pointers;Binary Search;Sorting
2965,Find-Missing-and-Repeated-Values,1244,Array;Hash Table;Math;Matrix
3456,Find-Special-Substring-of-Length-K,1244,String
1228,Missing-Number-In-Arithmetic-Progression,1244,Array;Math
3502,Minimum-Cost-to-Reach-Every-Position,1243,Array
2399,Check-Distances-Between-Same-Letters,1243,Array;Hash Table;String
832,Flipping-an-Image,1243,Array;Two Pointers;Bit Manipulation;Matrix;Simulation
2716,Minimize-String-Length,1242,Hash Table;String
2309,Greatest-English-Letter-in-Upper-and-Lower-Case,1242,Hash Table;String;Enumeration
3216,Lexicographically-Smallest-String-After-a-Swap,1242,String;Greedy
1941,Check-if-All-Characters-Have-Equal-Number-of-Occurrences,1242,Hash Table;String;Counting
921,Minimum-Add-to-Make-Parentheses-Valid,1242,String;Stack;Greedy
1417,Reformat-The-String,1241,String
2605,Form-Smallest-Number-From-Two-Digit-Arrays,1241,Array;Hash Table;Enumeration
2347,Best-Poker-Hand,1241,Array;Hash Table;Counting
2299,Strong-Password-Checker-II,1241,String
2293,Min-Max-Game,1241,Array;Simulation
2078,Two-Furthest-Houses-With-Different-Colors,1240,Array;Greedy
2788,Split-Strings-by-Separator,1239,Array;String
3522,Calculate-Score-After-Performing-Instructions,1238,Array;Hash Table;String;Simulation
3541,Find-Most-Frequent-Vowel-and-Consonant,1238,Hash Table;String;Counting
1422,Maximum-Score-After-Splitting-a-String,1237,String;Prefix Sum
2864,Maximum-Odd-Binary-Number,1237,Math;String;Greedy
2149,Rearrange-Array-Elements-by-Sign,1235,Array;Two Pointers;Simulation
2154,Keep-Multiplying-Found-Values-by-Two,1235,Array;Hash Table;Sorting;Simulation
2923,Find-Champion-I,1235,Array;Matrix
1816,Truncate-Sentence,1235,Array;String
3345,Smallest-Divisible-Digit-Product-I,1235,Math;Enumeration
1385,Find-the-Distance-Value-Between-Two-Arrays,1234,Array;Two Pointers;Binary Search;Sorting
989,Add-to-Array-Form-of-Integer,1234,
1009,Complement-of-Base-10-Integer,1234,Bit Manipulation
1184,Distance-Between-Bus-Stops,1234,Array
1961,Check-If-String-Is-a-Prefix-of-Array,1234,Array;Two Pointers;String
2980,Check-if-Bitwise-OR-Has-Trailing-Zeros,1233,Array;Bit Manipulation
1119,Remove-Vowels-from-a-String,1232,String
1492,The-kth-Factor-of-n,1231,Math;Number Theory
1967,Number-of-Strings-That-Appear-as-Substrings-in-Word,1231,Array;String
876,Middle-of-the-Linked-List,1231,Linked List;Two Pointers
1134,Armstrong-Number,1231,Math
2848,Points-That-Intersect-With-Cars,1229,Array;Hash Table;Prefix Sum
1725,Number-Of-Rectangles-That-Can-Form-The-Largest-Square,1229,Array
1800,Maximum-Ascending-Subarray-Sum,1229,Array
917,Reverse-Only-Letters,1228,Two Pointers;String
1748,Sum-of-Unique-Elements,1228,Array;Hash Table;Counting
3512,Minimum-Operations-to-Make-Array-Sum-Divisible-by-K,1228,Array;Math
2729,Check-if-The-Number-is-Fascinating,1227,Hash Table;Math
844,Backspace-String-Compare,1227,Two Pointers;String;Stack;Simulation
1118,Number-of-Days-in-a-Month,1227,Math
1935,Maximum-Number-of-Words-You-Can-Type,1226,Hash Table;String
1133,Largest-Unique-Number,1226,Array;Hash Table;Sorting
3438,Find-Valid-Pair-of-Adjacent-Digits-in-String,1225,Hash Table;String;Counting
2357,Make-Array-Zero-by-Subtracting-Equal-Amounts,1225,Array;Hash Table;Greedy;Sorting;Heap (Priority Queue);Simulation
1346,Check-If-N-and-Its-Double-Exist,1225,Array;Hash Table;Two Pointers;Binary Search;Sorting
1337,The-K-Weakest-Rows-in-a-Matrix,1224,Array;Binary Search;Sorting;Heap (Priority Queue);Matrix
2460,Apply-Operations-to-an-Array,1223,Array;Two Pointers;Simulation
3206,Alternating-Groups-I,1223,Array;Sliding Window
2206,Divide-Array-Into-Equal-Pairs,1223,Array;Hash Table;Bit Manipulation;Counting
1408,String-Matching-in-an-Array,1223,Array;String;String Matching
2535,Difference-Between-Element-Sum-and-Digit-Sum-of-an-Array,1222,Array;Math
1678,Goal-Parser-Interpretation,1221,String
2414,Length-of-the-Longest-Alphabetical-Continuous-Substring,1221,String
1550,Three-Consecutive-Odds,1221,Array
3442,Maximum-Difference-Between-Even-and-Odd-Frequency-I,1220,Hash Table;String;Counting
1221,Split-a-String-in-Balanced-Strings,1219,String;Greedy;Counting
1299,Replace-Elements-with-Greatest-Element-on-Right-Side,1219,Array
2442,Count-Number-of-Distinct-Integers-After-Reverse-Operations,1218,Array;Hash Table;Math;Counting
2859,Sum-of-Values-at-Indices-With-K-Set-Bits,1218,Array;Bit Manipulation
1662,Check-If-Two-String-Arrays-are-Equivalent,1217,Array;String
3105,Longest-Strictly-Increasing-or-Strictly-Decreasing-Subarray,1217,Array
3005,Count-Elements-With-Maximum-Frequency,1216,Array;Hash Table;Counting
1848,Minimum-Distance-to-the-Target-Element,1216,Array
2553,Separate-the-Digits-in-an-Array,1216,Array;Simulation
2176,Count-Equal-and-Divisible-Pairs-in-an-Array,1215,Array
2108,Find-First-Palindromic-String-in-the-Array,1215,Array;Two Pointers;String
3427,Sum-of-Variable-Length-Subarrays,1215,Array;Prefix Sum
2806,Account-Balance-After-Rounded-Purchase,1214,Math
2956,Find-Common-Elements-Between-Two-Arrays,1214,Array;Hash Table
3042,Count-Prefix-and-Suffix-Pairs-I,1214,Array;String;Trie;Rolling Hash;String Matching;Hash Function
973,K-Closest-Points-to-Origin,1213,Array;Math;Divide and Conquer;Geometry;Sorting;Heap (Priority Queue);Quickselect
2656,Maximum-Sum-With-Exactly-K-Elements,1213,Array;Greedy
1475,Final-Prices-With-a-Special-Discount-in-a-Shop,1212,Array;Stack;Monotonic Stack
1413,Minimum-Value-to-Get-Positive-Step-by-Step-Sum,1212,Array;Prefix Sum
3046,Split-the-Array,1212,Array;Hash Table;Counting
3168,Minimum-Number-of-Chairs-in-a-Waiting-Room,1211,String;Simulation
3545,Minimum-Deletions-for-At-Most-K-Distinct-Characters,1210,Hash Table;String;Greedy;Sorting;Counting
1822,Sign-of-the-Product-of-an-Array,1209,Array;Math
1523,Count-Odd-Numbers-in-an-Interval-Range,1209,Math
1389,Create-Target-Array-in-the-Given-Order,1208,Array;Simulation
941,Valid-Mountain-Array,1208,Array
1380,Lucky-Numbers-in-a-Matrix,1207,Array;Matrix
2706,Buy-Two-Chocolates,1207,Array;Greedy;Sorting
2215,Find-the-Difference-of-Two-Arrays,1207,Array;Hash Table
1704,Determine-if-String-Halves-Are-Alike,1207,String;Counting
2485,Find-the-Pivot-Integer,1207,Math;Prefix Sum
2595,Number-of-Even-and-Odd-Bits,1206,Bit Manipulation
1784,Check-if-Binary-String-Has-at-Most-One-Segment-of-Ones,1206,String
2574,Left-and-Right-Sum-Differences,1206,Array;Prefix Sum
3120,Count-the-Number-of-Special-Characters-I,1205,Hash Table;String
1160,Find-Words-That-Can-Be-Formed-by-Characters,1205,Array;Hash Table;String;Counting
3280,Convert-Date-to-Binary,1205,Math;String
3270,Find-the-Key-of-the-Numbers,1205,Math
1869,Longer-Contiguous-Segments-of-Ones-than-Zeros,1204,String
3069,Distribute-Elements-Into-Two-Arrays-I,1203,Array;Simulation
1952,Three-Divisors,1203,Math;Enumeration;Number Theory
1688,Count-of-Matches-in-Tournament,1203,Math;Simulation
2367,Number-of-Arithmetic-Triplets,1203,Array;Hash Table;Two Pointers;Enumeration
2148,Count-Elements-With-Strictly-Smaller-and-Greater-Elements,1201,Array;Sorting;Counting
3038,Maximum-Number-of-Operations-With-the-Same-Score-I,1201,Array;Simulation
2124,Check-if-All-A's-Appears-Before-All-B's,1201,String
997,Find-the-Town-Judge,1201,Array;Hash Table;Graph
1491,Average-Salary-Excluding-the-Minimum-and-Maximum-Salary,1201,Array;Sorting
3498,Reverse-Degree-of-a-String,1201,String;Simulation
2319,Check-if-Matrix-Is-X-Matrix,1200,
3392,Count-Subarrays-of-Length-Three-With-a-Condition,1200,Array
3550,Smallest-Index-With-Digit-Sum-Equal-to-Index,1200,Array;Math
3452,Sum-of-Good-Numbers,1199,Array
2169,Count-Operations-to-Obtain-Zero,1199,Math;Simulation
3432,Count-Partitions-with-Even-Sum-Difference,1199,Array;Math;Prefix Sum
2000,Reverse-Prefix-of-Word,1199,Two Pointers;String;Stack
1154,Day-of-the-Year,1199,Math;String
929,Unique-Email-Addresses,1199,Array;Hash Table;String
1165,Single-Row-Keyboard,1199,
3536,Maximum-Product-of-Two-Digits,1199,Math;Sorting
3295,Report-Spam-Message,1198,Array;Hash Table;String
2678,Number-of-Senior-Citizens,1198,Array;String
1200,Minimum-Absolute-Difference,1198,Array;Sorting
3370,Smallest-Number-With-All-Set-Bits,1198,Math;Bit Manipulation
985,Sum-of-Even-Numbers-After-Queries,1198,Array;Simulation
3074,Apple-Redistribution-into-Boxes,1197,Array;Greedy;Sorting
2529,Maximum-Count-of-Positive-Integer-and-Negative-Integer,1195,Array;Binary Search;Counting
1207,Unique-Number-of-Occurrences,1195,Array;Hash Table
3194,Minimum-Average-of-Smallest-and-Largest-Elements,1194,Array;Two Pointers;Sorting
1323,Maximum-69-Number,1193,Math;Greedy
1437,Check-If-All-1's-Are-at-Least-Length-K-Places-Away,1193,Array
1528,Shuffle-String,1193,Array;String
2418,Sort-the-People,1193,Array;Hash Table;String;Sorting
2810,Faulty-Keyboard,1192,String;Simulation
1436,Destination-City,1192,Array;Hash Table;String
2769,Find-the-Maximum-Achievable-Number,1191,Math
3340,Check-Balanced-String,1190,String
3079,Find-the-Sum-of-Encrypted-Integers,1190,Array;Math
2951,Find-the-Peaks,1189,Array;Enumeration
3461,Check-If-Digits-Are-Equal-in-String-After-Operations-I,1189,Math;String;Simulation;Combinatorics;Number Theory
747,Largest-Number-At-Least-Twice-of-Others,1188,Array;Sorting
1122,Relative-Sort-Array,1188,Array;Hash Table;Sorting;Counting Sort
1880,Check-if-Word-Equals-Summation-of-Two-Words,1187,String
2119,A-Number-After-a-Double-Reversal,1187,Math
2974,Minimum-Number-Game,1184,Array;Sorting;Heap (Priority Queue);Simulation
2341,Maximum-Number-of-Pairs-in-Array,1184,Array;Hash Table;Counting
3423,Maximum-Difference-Between-Adjacent-Elements-in-a-Circular-Array,1184,Array
1979,Find-Greatest-Common-Divisor-of-Array,1184,Array;Math;Number Theory
2544,Alternating-Digit-Sum,1184,Math
1672,Richest-Customer-Wealth,1182,Array;Matrix
2652,Sum-Multiples,1182,Math
2942,Find-Words-Containing-Character,1182,Array;String
1189,Maximum-Number-of-Balloons,1181,Hash Table;String;Counting
852,Peak-Index-in-a-Mountain-Array,1181,Array;Binary Search
3300,Minimum-Element-After-Replacement-With-Digit-Sum,1181,Array;Math
1486,XOR-Operation-in-an-Array,1180,Math;Bit Manipulation
3033,Modify-the-Matrix,1180,Array;Matrix
1441,Build-an-Array-With-Stack-Operations,1180,Array;Stack;Simulation
3210,Find-the-Encrypted-String,1179,String
1287,Element-Appearing-More-Than-25%-In-Sorted-Array,1179,Array
2586,Count-the-Number-of-Vowel-Strings-in-Range,1178,Array;String;Counting
905,Sort-Array-By-Parity,1178,Array;Two Pointers;Sorting
965,Univalued-Binary-Tree,1177,Tree;Depth-First Search;Breadth-First Search;Binary Tree
3264,Final-Array-State-After-K-Multiplication-Operations-I,1177,Array;Math;Heap (Priority Queue);Simulation
1431,Kids-With-the-Greatest-Number-of-Candies,1176,Array
3019,Number-of-Changing-Keys,1175,String
1773,Count-Items-Matching-a-Rule,1174,Array;String
2643,Row-With-Maximum-Ones,1174,Array;Matrix
922,Sort-Array-By-Parity-II,1173,Array;Two Pointers;Sorting
3083,Existence-of-a-Substring-in-a-String-and-Its-Reverse,1173,Hash Table;String
1046,Last-Stone-Weight,1172,Array;Heap (Priority Queue)
760,Find-Anagram-Mappings,1172,Array;Hash Table
2427,Number-of-Common-Factors,1172,Math;Enumeration;Number Theory
3158,Find-the-XOR-of-Numbers-Which-Appear-Twice,1172,Array;Hash Table;Bit Manipulation
3248,Snake-in-Matrix,1171,Array;String;Simulation
2960,Count-Tested-Devices-After-Test-Operations,1169,Array;Simulation;Counting
3162,Find-the-Number-of-Good-Pairs-I,1168,Array;Hash Table
2651,Calculate-Delayed-Arrival-Time,1168,Math
2057,Smallest-Index-With-Equal-Value,1167,Array
2441,Largest-Positive-Integer-That-Exists-With-Its-Negative,1167,Array;Hash Table;Two Pointers;Sorting
1304,Find-N-Unique-Integers-Sum-up-to-Zero,1167,Array;Math
2185,Counting-Words-With-a-Given-Prefix,1167,Array;String;String Matching
796,Rotate-String,1167,String;String Matching
1832,Check-if-the-Sentence-Is-Pangram,1166,Hash Table;String
1768,Merge-Strings-Alternately,1166,Two Pointers;String
3285,Find-Indices-of-Stable-Mountains,1166,Array
2824,Count-Pairs-Whose-Sum-is-Less-than-Target,1165,Array;Two Pointers;Binary Search;Sorting
3467,Transform-Array-by-Parity,1165,Array;Sorting;Counting
1446,Consecutive-Characters,1165,String
2011,Final-Value-of-Variable-After-Performing-Operations,1165,Array;String;Simulation
771,Jewels-and-Stones,1164,Hash Table;String
2710,Remove-Trailing-Zeros-From-a-String,1164,String
3516,Find-Closest-Person,1164,Math
1374,Generate-a-String-With-Characters-That-Have-Odd-Counts,1164,String
3289,The-Two-Sneaky-Numbers-of-Digitville,1163,Array;Hash Table;Math
1342,Number-of-Steps-to-Reduce-a-Number-to-Zero,1163,Math;Bit Manipulation
3232,Find-if-Digit-Game-Can-Be-Won,1163,Array;Math
3274,Check-if-Two-Chessboard-Squares-Have-the-Same-Color,1162,Math;String
2278,Percentage-of-Letter-in-String,1161,String
961,N-Repeated-Element-in-Size-2N-Array,1161,
1512,Number-of-Good-Pairs,1160,Array;Hash Table;Math;Counting
3131,Find-the-Integer-Added-to-Array-I,1160,Array
1920,Build-Array-from-Permutation,1160,Array;Simulation
2903,Find-Indices-With-Index-and-Value-Difference-I,1157,Array;Two Pointers
2351,First-Letter-to-Appear-Twice,1155,Hash Table;String;Bit Manipulation;Counting
1502,Can-Make-Arithmetic-Progression-From-Sequence,1154,Array;Sorting
2469,Convert-the-Temperature,1153,Math
3151,Special-Array-I,1152,Array
3146,Permutation-Difference-between-Two-Strings,1152,Hash Table;String
3110,Score-of-a-String,1152,String
2089,Find-Target-Indices-After-Sorting-Array,1152,Array;Binary Search;Sorting
1365,How-Many-Numbers-Are-Smaller-Than-the-Current-Number,1152,Array;Hash Table;Sorting;Counting Sort
2828,Check-if-a-String-Is-an-Acronym-of-Words,1151,Array;String
2778,Sum-of-Squares-of-Special-Elements,1151,Array;Enumeration
1460,Make-Two-Arrays-Equal-by-Reversing-Sub-arrays,1151,Array;Hash Table;Sorting
1290,Convert-Binary-Number-in-a-Linked-List-to-Integer,1151,Linked List;Math
2455,Average-Value-of-Even-Numbers-That-Are-Divisible-by-Three,1151,Array;Math
3065,Minimum-Operations-to-Exceed-Threshold-Value-I,1149,Array
3184,Count-Pairs-That-Form-a-Complete-Day-I,1149,Array;Hash Table;Counting
2733,Neither-Minimum-nor-Maximum,1147,Array;Sorting
2413,Smallest-Even-Multiple,1144,Math;Number Theory
1913,Maximum-Product-Difference-Between-Two-Pairs,1144,Array;Sorting
1137,N-th-Tribonacci-Number,1142,
2798,Number-of-Employees-Who-Met-the-Target,1142,Array
1281,Subtract-the-Product-and-Sum-of-Digits-of-an-Integer,1141,Math
3492,Maximum-Containers-on-a-Ship,1140,Math
2894,Divisible-and-Non-divisible-Sums-Difference,1140,
1295,Find-Numbers-with-Even-Number-of-Digits,1139,Array;Math
3190,Find-Minimum-Operations-to-Make-All-Elements-Divisible-by-Three,1139,Array;Math
1351,Count-Negative-Numbers-in-a-Sorted-Matrix,1139,Array;Binary Search;Matrix
3024,Type-of-Triangle,1134,Array;Math;Sorting
1929,Concatenation-of-Array,1132,Array;Simulation
977,Squares-of-a-Sorted-Array,1129,Array;Two Pointers;Sorting
1450,Number-of-Students-Doing-Homework-at-a-Given-Time,1129,Array
1455,Check-If-a-Word-Occurs-As-a-Prefix-of-Any-Word-in-a-Sentence,1125,Two Pointers;String;String Matching
1464,Maximum-Product-of-Two-Elements-in-an-Array,1121,Array;Sorting;Heap (Priority Queue)
1470,Shuffle-the-Array,1120,Array
1394,Find-Lucky-Integer-in-an-Array,1118,Array;Hash Table;Counting
3028,Ant-on-the-Boundary,1115,Array;Simulation;Prefix Sum
1480,Running-Sum-of-1d-Array,1104,Array;Prefix Sum
3099,Harshad-Number,1100,Math
1108,Defanging-an-IP-Address,1084,String
1198,Find-Smallest-Common-Element-in-All-Rows,1401,Array;Hash Table;Binary Search;Matrix;Counting
3111,Minimum-Rectangles-to-Cover-Points,1401,Array;Greedy;Sorting
1508,Range-Sum-of-Sorted-Subarray-Sums,1402,Array;Two Pointers;Binary Search;Sorting;Prefix Sum
1700,Number-of-Students-Unable-to-Eat-Lunch,1404,Array;Stack;Queue;Simulation
1237,Find-Positive-Integer-Solution-for-a-Given-Equation,1404,Math;Two Pointers;Binary Search;Interactive
3101,Count-Alternating-Subarrays,1404,Array;Math
1457,Pseudo-Palindromic-Paths-in-a-Binary-Tree,1405,
2734,Lexicographically-Smallest-String-After-Substring-Operation,1405,String;Greedy
1410,HTML-Entity-Parser,1405,Hash Table;String
1561,Maximum-Number-of-Coins-You-Can-Get,1405,Array;Math;Greedy;Sorting;Game Theory
2996,Smallest-Missing-Integer-Greater-Than-Sequential-Prefix-Sum,1405,Array;Hash Table;Sorting
2946,Matrix-Similarity-After-Cyclic-Shifts,1405,Array;Math;Matrix;Simulation
2744,Find-Maximum-Number-of-String-Pairs,1405,Array;Hash Table;String;Simulation
2451,Odd-String-Difference,1406,Array;Hash Table;String
1886,Determine-Whether-Matrix-Can-Be-Obtained-By-Rotation,1407,Array;Matrix
1325,Delete-Leaves-With-a-Given-Value,1407,Tree;Depth-First Search;Binary Tree
1217,Minimum-Cost-to-Move-Chips-to-The-Same-Position,1407,Array;Math;Greedy
1006,Clumsy-Factorial,1407,Math;Stack;Simulation
2110,Number-of-Smooth-Descent-Periods-of-a-Stock,1408,Array;Math;Dynamic Programming
1588,Sum-of-All-Odd-Length-Subarrays,1408,Array;Math;Prefix Sum
2834,Find-the-Minimum-Possible-Sum-of-a-Beautiful-Array,1409,Math;Greedy
1138,Alphabet-Board-Path,1410,Hash Table;String
3546,Equal-Sum-Grid-Partition-I,1411,Array;Matrix;Enumeration;Prefix Sum
3121,Count-the-Number-of-Special-Characters-II,1411,Hash Table;String
841,Keys-and-Rooms,1412,Depth-First Search;Breadth-First Search;Graph
1823,Find-the-Winner-of-the-Circular-Game,1412,Array;Math;Recursion;Queue;Simulation
2521,Distinct-Prime-Factors-of-Product-of-Array,1413,Array;Hash Table;Math;Number Theory
2383,Minimum-Hours-of-Training-to-Win-a-Competition,1413,Array;Greedy
1985,Find-the-Kth-Largest-Integer-in-the-Array,1414,Array;String;Divide and Conquer;Sorting;Heap (Priority Queue);Quickselect
890,Find-and-Replace-Pattern,1414,Array;Hash Table;String
2825,Make-String-a-Subsequence-Using-Cyclic-Increments,1414,Two Pointers;String
3462,Maximum-Sum-With-at-Most-K-Elements,1416,Array;Greedy;Sorting;Heap (Priority Queue);Matrix
2294,Partition-Array-Such-That-Maximum-Difference-Is-K,1416,Array;Greedy;Sorting
1652,Defuse-the-Bomb,1416,Array;Sliding Window
2139,Minimum-Moves-to-Reach-Target-Score,1417,Math;Greedy
1052,Grumpy-Bookstore-Owner,1418,Array;Sliding Window
1962,Remove-Stones-to-Minimize-the-Total,1418,Array;Greedy;Heap (Priority Queue)
1656,Design-an-Ordered-Stream,1418,Array;Hash Table;Design;Data Stream
2374,Node-With-Highest-Edge-Score,1418,Hash Table;Graph
3275,K-th-Nearest-Obstacle-Queries,1419,
2760,Longest-Even-Odd-Subarray-With-Threshold,1420,Array;Sliding Window
1033,Moving-Stones-Until-Consecutive,1421,Math;Brainteaser
1360,Number-of-Days-Between-Two-Dates,1421,Math;String
2326,Spiral-Matrix-IV,1421,Array;Linked List;Matrix;Simulation
1630,Arithmetic-Subarrays,1421,Array;Hash Table;Sorting
2606,Find-the-Substring-With-Maximum-Cost,1422,Array;Hash Table;String;Dynamic Programming
2938,Separate-Black-and-White-Balls,1422,Two Pointers;String;Greedy
1493,Longest-Subarray-of-1's-After-Deleting-One-Element,1423,Array;Dynamic Programming;Sliding Window
1333,Filter-Restaurants-by-Vegan-Friendly-Price-and-Distance,1423,
3039,Apply-Operations-to-Make-String-Empty,1423,Array;Hash Table;Sorting;Counting
791,Custom-Sort-String,1423,Hash Table;String;Sorting
883,Projection-Area-of-3D-Shapes,1425,Array;Math;Geometry;Matrix
840,Magic-Squares-In-Grid,1425,Array;Hash Table;Math;Matrix
1003,Check-If-Word-Is-Valid-After-Substitutions,1426,String;Stack
1432,Max-Difference-You-Can-Get-From-Changing-an-Integer,1426,Math;Greedy
1315,Sum-of-Nodes-with-Even-Valued-Grandparent,1426,
2437,Number-of-Valid-Clock-Times,1426,String;Enumeration
1887,Reduction-Operations-to-Make-the-Array-Elements-Equal,1427,Array;Sorting
1669,Merge-In-Between-Linked-Lists,1428,Linked List
1845,Seat-Reservation-Manager,1428,Design;Heap (Priority Queue)
817,Linked-List-Components,1428,Array;Hash Table;Linked List
2711,Difference-of-Number-of-Distinct-Values-on-Diagonals,1428,Array;Hash Table;Matrix
988,Smallest-String-Starting-From-Leaf,1429,String;Backtracking;Tree;Depth-First Search;Binary Tree
1357,Apply-Discount-Every-n-Orders,1429,Array;Hash Table;Design
2957,Remove-Adjacent-Almost-Equal-Characters,1429,
2924,Find-Champion-II,1430,Graph
1636,Sort-Array-by-Increasing-Frequency,1430,Array;Hash Table;Sorting
2415,Reverse-Odd-Levels-of-Binary-Tree,1431,Tree;Depth-First Search;Breadth-First Search;Binary Tree
1170,Compare-Strings-by-Frequency-of-the-Smallest-Character,1431,Array;Hash Table;String;Binary Search;Sorting
1785,Minimum-Elements-to-Add-to-Form-a-Given-Sum,1432,Array;Greedy
3192,Minimum-Operations-to-Make-Binary-Array-Elements-Equal-to-One-II,1432,Array;Dynamic Programming;Greedy
994,Rotting-Oranges,1432,Array;Breadth-First Search;Matrix
967,Numbers-With-Same-Consecutive-Differences,1432,Backtracking;Breadth-First Search
1535,Find-the-Winner-of-an-Array-Game,1433,Array;Simulation
2600,K-Items-With-the-Maximum-Sum,1434,Math;Greedy
2559,Count-Vowel-Strings-in-Ranges,1435,Array;String;Prefix Sum
1025,Divisor-Game,1435,Math;Dynamic Programming;Brainteaser;Game Theory
3523,Make-Array-Non-decreasing,1435,
2001,Number-of-Pairs-of-Interchangeable-Rectangles,1435,Array;Hash Table;Math;Counting;Number Theory
1433,Check-If-a-String-Can-Break-Another-String,1436,String;Greedy;Sorting
1701,Average-Waiting-Time,1436,Array;Simulation
845,Longest-Mountain-in-Array,1436,Array;Two Pointers;Dynamic Programming;Enumeration
1609,Even-Odd-Tree,1438,Tree;Breadth-First Search;Binary Tree
1375,Number-of-Times-Binary-String-Is-Prefix-Aligned,1438,
3556,Sum-of-Largest-Prime-Substrings,1439,Hash Table;Math;String;Sorting;Number Theory
1261,Find-Elements-in-a-Contaminated-Binary-Tree,1439,Hash Table;Tree;Depth-First Search;Breadth-First Search;Design;Binary Tree
1094,Car-Pooling,1441,Array;Sorting;Heap (Priority Queue);Simulation;Prefix Sum
836,Rectangle-Overlap,1442,Math;Geometry
763,Partition-Labels,1443,Hash Table;Two Pointers;String;Greedy
3411,Maximum-Subarray-With-Equal-Products,1443,Array;Math;Sliding Window;Enumeration;Number Theory
1560,Most-Visited-Sector-in-a-Circular-Track,1443,Array;Simulation
942,DI-String-Match,1444,Array;Two Pointers;String;Greedy
2526,Find-Consecutive-Integers-from-a-Data-Stream,1444,Hash Table;Design;Queue;Counting;Data Stream
1465,Maximum-Area-of-a-Piece-of-Cake-After-Horizontal-and-Vertical-Cuts,1444,Array;Greedy;Sorting
2028,Find-Missing-Observations,1444,Array;Math;Simulation
3223,Minimum-Length-of-String-After-Operations,1445,Hash Table;String;Counting
2295,Replace-Elements-in-an-Array,1445,Array;Hash Table;Simulation
1946,Largest-Number-After-Mutating-Substring,1445,Array;String;Greedy
1026,Maximum-Difference-Between-Node-and-Ancestor,1446,Tree;Depth-First Search;Binary Tree
2099,Find-Subsequence-of-Length-K-With-the-Largest-Sum,1447,Array;Hash Table;Sorting;Heap (Priority Queue)
945,Minimum-Increment-to-Make-Array-Unique,1448,Array;Greedy;Sorting;Counting
2596,Check-Knight-Tour-Configuration,1448,Array;Depth-First Search;Breadth-First Search;Matrix;Simulation
3301,Maximize-the-Total-Height-of-Unique-Towers,1448,Array;Greedy;Sorting
2511,Maximum-Enemy-Forts-That-Can-Be-Captured,1450,Array;Two Pointers
831,Masking-Personal-Information,1450,String
2961,Double-Modular-Exponentiation,1450,Array;Math;Simulation
2947,Count-Beautiful-Substrings-I,1450,Hash Table;Math;String;Enumeration;Number Theory;Prefix Sum
3200,Maximum-Height-of-a-Triangle,1451,Array;Enumeration
3227,Vowels-Game-in-a-String,1451,Math;String;Brainteaser;Game Theory
781,Rabbits-in-Forest,1453,Array;Hash Table;Math;Greedy
1472,Design-Browser-History,1453,Array;Linked List;Stack;Design;Doubly-Linked List;Data Stream
1846,Maximum-Element-After-Decreasing-and-Rearranging,1454,Array;Greedy;Sorting
3325,Count-Substrings-With-K-Frequency-Characters-I,1454,
2487,Remove-Nodes-From-Linked-List,1454,Linked List;Stack;Recursion;Monotonic Stack
2094,Finding-3-Digit-Even-Numbers,1454,
2391,Minimum-Amount-of-Time-to-Collect-Garbage,1455,Array;String;Prefix Sum
3318,Find-X-Sum-of-All-K-Long-Subarrays-I,1457,
2062,Count-Vowel-Substrings-of-a-String,1458,Hash Table;String
2452,Words-Within-Two-Edits-of-Dictionary,1459,Array;String;Trie
1310,XOR-Queries-of-a-Subarray,1459,Array;Bit Manipulation;Prefix Sum
3147,Taking-Maximum-Energy-From-the-Mystic-Dungeon,1460,Array;Prefix Sum
1663,Smallest-String-With-A-Given-Numeric-Value,1460,String;Greedy
1910,Remove-All-Occurrences-of-a-Substring,1460,String;Stack;Simulation
833,Find-And-Replace-in-String,1460,Array;Hash Table;String;Sorting
1909,Remove-One-Element-to-Make-the-Array-Strictly-Increasing,1461,Array
946,Validate-Stack-Sequences,1461,Array;Stack;Simulation
1022,Sum-of-Root-To-Leaf-Binary-Numbers,1462,Tree;Depth-First Search;Binary Tree
1396,Design-Underground-System,1464,Hash Table;String;Design
1361,Validate-Binary-Tree-Nodes,1464,Tree;Depth-First Search;Breadth-First Search;Union Find;Graph;Binary Tree
1414,Find-the-Minimum-Number-of-Fibonacci-Numbers-Whose-Sum-Is-K,1465,Math;Greedy
2038,Remove-Colored-Pieces-if-Both-Neighbors-are-the-Same-Color,1467,Math;String;Greedy;Game Theory
